"two_year_recid","sex","age","race","priors_count","juv_fel_count","juv_misd_count","charge","violent","risk_recidivism_score","hand","height"
"Did not reoffend","Males",20,"African-Americans",0,0,0,"Individuals convicted of a Felony","Non-violent offences",6,"Right-handed individuals",5.98376977370788
"Did not reoffend","Males",23,"African-Americans",1,0,1,"Individuals convicted of a Felony","Violent offences",2,"Left-handed individuals",5.59772404948036
"Did not reoffend","Males",29,"Caucasians",0,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.59830124141792
"Did reoffend","Males",51,"African-Americans",11,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",5,"Right-handed individuals",5.7012005862587
"Did reoffend","Males",22,"African-Americans",0,0,0,"Individuals convicted of a Felony","Violent offences",3,"Left-handed individuals",5.80809972553579
"Did reoffend","Males",37,"African-Americans",3,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.43002969208598
"Did not reoffend","Males",35,"African-Americans",7,0,0,"Individuals convicted of a Felony","Non-violent offences",3,"Right-handed individuals",5.78805538474472
"Did reoffend","Females",22,"African-Americans",2,0,1,"Individuals convicted of a Misdemeanor","Non-violent offences",8,"Right-handed individuals",5.68197669267599
"Did not reoffend","Males",24,"Caucasians",0,0,0,"Individuals convicted of a Felony","Non-violent offences",10,"Right-handed individuals",5.97203874503044
"Did not reoffend","Males",41,"African-Americans",19,0,0,"Individuals convicted of a Felony","Non-violent offences",8,"Right-handed individuals",5.93583000519995
"Did reoffend","Males",23,"African-Americans",0,0,0,"Individuals convicted of a Felony","Violent offences",9,"Left-handed individuals",5.92841390674166
"Did not reoffend","Females",68,"African-Americans",5,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.73524037892691
"Did not reoffend","Females",24,"Others",0,0,0,"Individuals convicted of a Felony","Non-violent offences",3,"Right-handed individuals",5.8267948524407
"Did reoffend","Males",21,"African-Americans",1,0,0,"Individuals convicted of a Felony","Non-violent offences",10,"Right-handed individuals",5.80302641309107
"Did reoffend","Males",23,"African-Americans",0,0,0,"Individuals convicted of a Felony","Violent offences",2,"Left-handed individuals",5.635080808865
"Did not reoffend","Males",23,"Caucasians",3,0,0,"Individuals convicted of a Felony","Non-violent offences",5,"Right-handed individuals",6.12923022168141
"Did not reoffend","Males",52,"Hispanics",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.58726078841958
"Did not reoffend","Males",24,"Caucasians",1,0,0,"Individuals convicted of a Felony","Non-violent offences",7,"Right-handed individuals",5.59313705698387
"Did reoffend","Males",52,"Caucasians",4,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",3,"Right-handed individuals",5.68496971632025
"Did not reoffend","Males",31,"Others",0,0,0,"Individuals convicted of a Felony","Non-violent offences",3,"Right-handed individuals",5.64796567541826
"Did reoffend","Males",41,"African-Americans",6,2,0,"Individuals convicted of a Felony","Violent offences",3,"Left-handed individuals",5.2985482367253
"Did reoffend","Females",33,"African-Americans",7,0,0,"Individuals convicted of a Felony","Non-violent offences",9,"Right-handed individuals",6.12708669783689
"Did not reoffend","Males",28,"African-Americans",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",2,"Right-handed individuals",5.96443538210303
"Did not reoffend","Males",23,"Caucasians",0,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.41871282074853
"Did not reoffend","Males",32,"Caucasians",0,0,0,"Individuals convicted of a Felony","Non-violent offences",5,"Right-handed individuals",5.92152985538977
"Did reoffend","Males",28,"African-Americans",5,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",7,"Right-handed individuals",5.71706031116054
"Did not reoffend","Males",29,"African-Americans",0,0,0,"Individuals convicted of a Felony","Non-violent offences",4,"Right-handed individuals",5.59562080723258
"Did reoffend","Males",37,"Others",0,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.37689677834569
"Did reoffend","Males",23,"African-Americans",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",3,"Right-handed individuals",5.53600535687827
"Did not reoffend","Males",29,"Hispanics",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.60967771034634
"Did not reoffend","Males",24,"African-Americans",1,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.76791628641446
"Did reoffend","Males",29,"African-Americans",3,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.46233306281117
"Did not reoffend","Males",23,"African-Americans",2,0,0,"Individuals convicted of a Felony","Non-violent offences",9,"Right-handed individuals",5.50849999293976
"Did not reoffend","Males",41,"African-Americans",0,0,0,"Individuals convicted of a Felony","Non-violent offences",7,"Right-handed individuals",6.02444847250492
"Did not reoffend","Males",28,"African-Americans",0,0,0,"Individuals convicted of a Felony","Non-violent offences",4,"Right-handed individuals",5.69965265540468
"Did not reoffend","Males",24,"African-Americans",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",3,"Right-handed individuals",5.93063683055414
"Did reoffend","Males",21,"Caucasians",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",4,"Right-handed individuals",5.90822154630385
"Did not reoffend","Females",33,"Caucasians",2,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.42568395010318
"Did not reoffend","Males",24,"African-Americans",0,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.3724332275691
"Did reoffend","Males",22,"African-Americans",1,0,0,"Individuals convicted of a Misdemeanor","Violent offences",7,"Left-handed individuals",5.73179645408751
"Did not reoffend","Males",21,"African-Americans",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",4,"Right-handed individuals",5.84344250657521
"Did reoffend","Males",22,"Caucasians",5,0,0,"Individuals convicted of a Felony","Violent offences",8,"Left-handed individuals",6.01168463181607
"Did reoffend","Males",52,"African-Americans",3,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",3,"Right-handed individuals",5.67369536472568
"Did not reoffend","Males",33,"Caucasians",3,0,0,"Individuals convicted of a Felony","Non-violent offences",6,"Right-handed individuals",6.17462025742535
"Did reoffend","Males",23,"African-Americans",8,0,1,"Individuals convicted of a Felony","Non-violent offences",9,"Right-handed individuals",5.72313697230445
"Did not reoffend","Females",31,"Caucasians",1,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.41249267741423
"Did not reoffend","Females",25,"Caucasians",0,0,0,"Individuals convicted of a Felony","Non-violent offences",5,"Right-handed individuals",5.86519826527577
"Did reoffend","Males",23,"African-Americans",2,1,0,"Individuals convicted of a Felony","Non-violent offences",9,"Right-handed individuals",6.04354538688958
"Did reoffend","Males",35,"African-Americans",8,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",7,"Right-handed individuals",5.44854500696254
"Did not reoffend","Males",43,"African-Americans",2,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.5593825268201
"Did not reoffend","Males",22,"African-Americans",1,0,0,"Individuals convicted of a Felony","Non-violent offences",5,"Right-handed individuals",5.94205039926021
"Did reoffend","Males",32,"Caucasians",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",6,"Right-handed individuals",5.86309322190518
"Did not reoffend","Males",47,"Caucasians",3,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.49951562717142
"Did reoffend","Males",25,"African-Americans",11,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",9,"Right-handed individuals",5.96485123385393
"Did reoffend","Males",31,"African-Americans",1,0,0,"Individuals convicted of a Felony","Non-violent offences",10,"Right-handed individuals",6.187947007972
"Did not reoffend","Males",25,"African-Americans",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",6,"Right-handed individuals",5.71474533292822
"Did not reoffend","Males",38,"Others",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",2,"Right-handed individuals",5.9102908949721
"Did not reoffend","Males",48,"Caucasians",0,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.75190902564049
"Did reoffend","Males",24,"African-Americans",5,5,0,"Individuals convicted of a Felony","Non-violent offences",8,"Right-handed individuals",5.86740900074799
"Did not reoffend","Males",51,"African-Americans",1,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.6142907547736
"Did not reoffend","Males",48,"Caucasians",1,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.39221470132207
"Did not reoffend","Males",25,"African-Americans",2,0,0,"Individuals convicted of a Felony","Non-violent offences",9,"Right-handed individuals",6.08922091529592
"Did not reoffend","Males",29,"African-Americans",8,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",9,"Right-handed individuals",6.07252114162095
"Did not reoffend","Males",50,"Caucasians",0,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.83064000721164
"Did not reoffend","Males",24,"Caucasians",0,0,0,"Individuals convicted of a Felony","Non-violent offences",5,"Right-handed individuals",6.10022553124921
"Did not reoffend","Males",21,"African-Americans",0,0,0,"Individuals convicted of a Felony","Non-violent offences",5,"Right-handed individuals",5.77192418358349
"Did not reoffend","Males",21,"Hispanics",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",3,"Right-handed individuals",6.02715687719184
"Did reoffend","Males",53,"African-Americans",2,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.59104616784462
"Did not reoffend","Males",25,"African-Americans",1,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",2,"Right-handed individuals",5.28762965832055
"Did reoffend","Males",33,"Caucasians",9,0,0,"Individuals convicted of a Felony","Non-violent offences",9,"Right-handed individuals",5.87909182411989
"Did not reoffend","Females",55,"Caucasians",2,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.7585652825892
"Did reoffend","Males",38,"African-Americans",2,0,0,"Individuals convicted of a Felony","Non-violent offences",7,"Right-handed individuals",5.83721873078026
"Did not reoffend","Males",39,"Caucasians",1,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.76318991632946
"Did not reoffend","Males",26,"African-Americans",2,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",7,"Right-handed individuals",6.17718099410082
"Did not reoffend","Males",44,"Caucasians",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.20696753659971
"Did not reoffend","Males",31,"African-Americans",7,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",4,"Right-handed individuals",5.62743711444935
"Did not reoffend","Males",29,"African-Americans",0,0,0,"Individuals convicted of a Felony","Non-violent offences",6,"Right-handed individuals",5.57541264745078
"Did not reoffend","Males",33,"Caucasians",1,0,0,"Individuals convicted of a Felony","Non-violent offences",4,"Right-handed individuals",5.39928897792712
"Did not reoffend","Males",47,"Caucasians",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.54097581014701
"Did not reoffend","Males",27,"Caucasians",0,0,0,"Individuals convicted of a Felony","Non-violent offences",4,"Right-handed individuals",5.49792603911237
"Did not reoffend","Males",28,"African-Americans",1,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",2,"Right-handed individuals",5.14485948093423
"Did reoffend","Males",28,"African-Americans",2,0,0,"Individuals convicted of a Felony","Non-violent offences",6,"Right-handed individuals",5.8324309942288
"Did not reoffend","Males",29,"African-Americans",7,0,0,"Individuals convicted of a Felony","Non-violent offences",4,"Right-handed individuals",5.65954348063154
"Did not reoffend","Females",23,"Caucasians",2,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",6,"Right-handed individuals",5.68454437869197
"Did reoffend","Males",34,"African-Americans",8,2,0,"Individuals convicted of a Felony","Non-violent offences",9,"Right-handed individuals",5.83854518579458
"Did not reoffend","Females",28,"Caucasians",1,0,0,"Individuals convicted of a Felony","Non-violent offences",7,"Right-handed individuals",5.98733241534891
