"loan_amnt","term","home_ownership","annual_inc","loan_status","sub_grade_int_map","region","sex","age","vegetarian","weight"
5000,"36 month loans","Renters",37440,"Positive",2,"US Northeast inhabitants","Females",28.18368,"Non-vegetarians",149.2308
9000,"36 month loans","Home owners",44832,"Positive",4,"US Northeast inhabitants","Females",30.1943,"Non-vegetarians",158.4615
10000,"36 month loans","Paying off mortgage",50000,"Positive",3,"US Northeast inhabitants","Females",31.6,"Non-vegetarians",160.7692
18000,"36 month loans","Paying off mortgage",112000,"Positive",3,"US Northeast inhabitants","Females",48.464,"Non-vegetarians",179.2308
24000,"36 month loans","Paying off mortgage",150000,"Positive",3,"US Northeast inhabitants","Females",58.8,"Non-vegetarians",193.0769
5000,"36 month loans","Renters",25000,"Positive",3,"US Northeast inhabitants","Females",24.8,"Non-vegetarians",149.2308
14400,"60 month loans","Paying off mortgage",72752.16,"Positive",4,"US Northeast inhabitants","Females",37.78859,"Non-vegetarians",170.9231
5550,"36 month loans","Renters",16548,"Positive",6,"US Northeast inhabitants","Females",22.50106,"Non-vegetarians",150.5
12000,"60 month loans","Paying off mortgage",1e+05,"Positive",5,"US Northeast inhabitants","Females",45.2,"Non-vegetarians",165.3846
15400,"36 month loans","Renters",35000,"Positive",5,"US West inhabitants","Females",27.52,"Non-vegetarians",173.2308
22000,"36 month loans","Paying off mortgage",60213,"Positive",2,"US West inhabitants","Females",34.37794,"Non-vegetarians",188.4615
16425,"60 month loans","Home owners",46000,"Negative",7,"US West inhabitants","Females",30.512,"Non-vegetarians",175.5962
12000,"36 month loans","Renters",40000,"Positive",2,"US West inhabitants","Females",28.88,"Non-vegetarians",165.3846
5000,"36 month loans","Renters",55272,"Positive",1,"US West inhabitants","Females",33.03398,"Non-vegetarians",149.2308
10600,"36 month loans","Paying off mortgage",61600,"Positive",3,"US West inhabitants","Females",34.7552,"Non-vegetarians",162.1538
7050,"36 month loans","Renters",1e+05,"Positive",5,"US West inhabitants","Females",45.2,"Non-vegetarians",153.9615
25450,"60 month loans","Renters",1e+05,"Negative",6,"US West inhabitants","Females",45.2,"Non-vegetarians",196.4231
18000,"60 month loans","Renters",45949.9,"Negative",4,"US West inhabitants","Females",30.49837,"Non-vegetarians",179.2308
4800,"36 month loans","Paying off mortgage",55000,"Positive",3,"US West inhabitants","Females",32.96,"Non-vegetarians",148.7692
3600,"36 month loans","Renters",12024,"Positive",4,"US West inhabitants","Females",21.27053,"Non-vegetarians",146
32000,"36 month loans","Paying off mortgage",174000,"Positive",2,"US West inhabitants","Females",65.328,"Non-vegetarians",211.5385
19200,"60 month loans","Paying off mortgage",96000,"Negative",4,"US West inhabitants","Females",44.112,"Non-vegetarians",182
21000,"36 month loans","Paying off mortgage",225000,"Positive",3,"US West inhabitants","Females",79.2,"Non-vegetarians",186.1538
35000,"36 month loans","Renters",102000,"Positive",6,"US West inhabitants","Females",45.744,"Non-vegetarians",218.4615
5000,"36 month loans","Renters",60000,"Negative",4,"US West inhabitants","Females",34.32,"Non-vegetarians",149.2308
28000,"36 month loans","Paying off mortgage",103000,"Positive",2,"US West inhabitants","Females",46.016,"Non-vegetarians",202.3077
12000,"36 month loans","Renters",36622,"Positive",3,"US West inhabitants","Females",27.96118,"Non-vegetarians",165.3846
17500,"36 month loans","Renters",78000,"Negative",4,"US West inhabitants","Females",39.216,"Non-vegetarians",178.0769
23200,"60 month loans","Paying off mortgage",70000,"Positive",8,"US West inhabitants","Females",37.04,"Non-vegetarians",191.2308
14000,"36 month loans","Renters",154000,"Positive",4,"US West inhabitants","Females",59.888,"Non-vegetarians",170
3525,"36 month loans","Renters",62000,"Positive",3,"US West inhabitants","Females",34.864,"Non-vegetarians",145.8269
9000,"36 month loans","Paying off mortgage",131000,"Positive",8,"US West inhabitants","Females",53.632,"Non-vegetarians",158.4615
8000,"36 month loans","Renters",25000,"Positive",2,"US West inhabitants","Females",24.8,"Non-vegetarians",156.1538
3600,"36 month loans","Renters",52800,"Positive",3,"US West inhabitants","Females",32.3616,"Non-vegetarians",146
9325,"36 month loans","Paying off mortgage",35000,"Positive",3,"US West inhabitants","Females",27.52,"Non-vegetarians",159.2115
18825,"60 month loans","Paying off mortgage",130000,"Negative",7,"US West inhabitants","Females",53.36,"Non-vegetarians",181.1346
23825,"36 month loans","Renters",54150,"Positive",5,"US West inhabitants","Females",32.7288,"Non-vegetarians",192.6731
15475,"36 month loans","Paying off mortgage",68000,"Negative",7,"US West inhabitants","Females",36.496,"Non-vegetarians",173.4038
5000,"36 month loans","Renters",24000,"Positive",3,"US West inhabitants","Females",24.528,"Non-vegetarians",149.2308
3000,"36 month loans","Paying off mortgage",47985,"Positive",5,"US West inhabitants","Females",31.05192,"Non-vegetarians",144.6154
15225,"36 month loans","Renters",60000,"Negative",2,"US West inhabitants","Females",34.32,"Non-vegetarians",172.8269
18000,"36 month loans","Paying off mortgage",140000,"Positive",2,"US West inhabitants","Females",56.08,"Non-vegetarians",179.2308
25850,"60 month loans","Paying off mortgage",59000,"Positive",6,"US West inhabitants","Females",34.048,"Non-vegetarians",197.3462
10000,"36 month loans","Renters",65000,"Positive",4,"US West inhabitants","Females",35.68,"Non-vegetarians",160.7692
35000,"36 month loans","Paying off mortgage",150000,"Positive",3,"US West inhabitants","Females",58.8,"Non-vegetarians",218.4615
5500,"36 month loans","Renters",31000,"Negative",4,"US West inhabitants","Females",26.432,"Non-vegetarians",150.3846
22000,"60 month loans","Renters",75600,"Positive",6,"US West inhabitants","Females",38.5632,"Non-vegetarians",188.4615
7750,"36 month loans","Renters",21588,"Negative",7,"US West inhabitants","Females",23.87194,"Non-vegetarians",155.5769
5000,"36 month loans","Renters",18168,"Positive",3,"US West inhabitants","Females",22.9417,"Non-vegetarians",149.2308
30800,"60 month loans","Paying off mortgage",70000,"Negative",9,"US West inhabitants","Females",37.04,"Non-vegetarians",208.7692
22475,"60 month loans","Renters",45000,"Negative",7,"US West inhabitants","Females",30.24,"Non-vegetarians",189.5577
21000,"36 month loans","Paying off mortgage",70000,"Positive",4,"US West inhabitants","Females",37.04,"Non-vegetarians",186.1538
30000,"36 month loans","Renters",160000,"Positive",3,"US West inhabitants","Females",61.52,"Non-vegetarians",206.9231
12000,"36 month loans","Renters",55500,"Positive",4,"US West inhabitants","Females",33.096,"Non-vegetarians",165.3846
28000,"36 month loans","Paying off mortgage",150000,"Positive",2,"US West inhabitants","Females",58.8,"Non-vegetarians",202.3077
8000,"36 month loans","Paying off mortgage",160000,"Positive",6,"US West inhabitants","Females",61.52,"Non-vegetarians",156.1538
11000,"60 month loans","Renters",25000,"Positive",3,"US West inhabitants","Females",24.8,"Non-vegetarians",163.0769
3600,"36 month loans","Renters",69000,"Positive",4,"US West inhabitants","Females",36.768,"Non-vegetarians",146
25875,"60 month loans","Paying off mortgage",60000,"Positive",9,"US West inhabitants","Females",34.32,"Non-vegetarians",197.4038
15000,"36 month loans","Renters",55000,"Positive",3,"US West inhabitants","Females",32.96,"Non-vegetarians",172.3077
10000,"36 month loans","Paying off mortgage",68000,"Positive",4,"US West inhabitants","Females",36.496,"Non-vegetarians",160.7692
16000,"60 month loans","Paying off mortgage",143000,"Positive",2,"US West inhabitants","Females",56.896,"Non-vegetarians",174.6154
8000,"36 month loans","Paying off mortgage",65400,"Positive",3,"US West inhabitants","Females",35.7888,"Non-vegetarians",156.1538
25000,"36 month loans","Paying off mortgage",70000,"Positive",2,"US West inhabitants","Females",37.04,"Non-vegetarians",195.3846
30000,"36 month loans","Renters",135000,"Negative",6,"US West inhabitants","Females",54.72,"Non-vegetarians",206.9231
30000,"36 month loans","Renters",80000,"Positive",3,"US West inhabitants","Females",39.76,"Non-vegetarians",206.9231
13200,"60 month loans","Paying off mortgage",30000,"Positive",6,"US West inhabitants","Females",26.16,"Non-vegetarians",168.1538
15000,"36 month loans","Renters",125000,"Positive",3,"US West inhabitants","Females",52,"Non-vegetarians",172.3077
35000,"36 month loans","Paying off mortgage",115000,"Positive",3,"US West inhabitants","Females",49.28,"Non-vegetarians",218.4615
11725,"36 month loans","Paying off mortgage",50000,"Positive",5,"US West inhabitants","Females",31.6,"Non-vegetarians",164.75
12000,"36 month loans","Renters",35000,"Positive",4,"US West inhabitants","Females",27.52,"Non-vegetarians",165.3846
15000,"60 month loans","Paying off mortgage",52000,"Positive",3,"US West inhabitants","Females",32.144,"Non-vegetarians",172.3077
10000,"36 month loans","Paying off mortgage",60000,"Positive",4,"US West inhabitants","Females",34.32,"Non-vegetarians",160.7692
27500,"60 month loans","Paying off mortgage",119000,"Positive",4,"US West inhabitants","Females",50.368,"Non-vegetarians",201.1538
30000,"60 month loans","Paying off mortgage",156000,"Positive",8,"US West inhabitants","Females",60.432,"Non-vegetarians",206.9231
5000,"36 month loans","Paying off mortgage",30000,"Positive",6,"US West inhabitants","Females",26.16,"Non-vegetarians",149.2308
10000,"36 month loans","Renters",140000,"Positive",3,"US West inhabitants","Females",56.08,"Non-vegetarians",160.7692
16000,"36 month loans","Renters",58000,"Negative",4,"US West inhabitants","Females",33.776,"Non-vegetarians",174.6154
28000,"60 month loans","Paying off mortgage",120000,"Negative",5,"US West inhabitants","Females",50.64,"Non-vegetarians",202.3077
6000,"36 month loans","Renters",48000,"Positive",3,"US West inhabitants","Females",31.056,"Non-vegetarians",151.5385
30000,"36 month loans","Paying off mortgage",86000,"Positive",2,"US West inhabitants","Females",41.392,"Non-vegetarians",206.9231
16000,"36 month loans","Paying off mortgage",56000,"Positive",2,"US West inhabitants","Females",33.232,"Non-vegetarians",174.6154
6000,"36 month loans","Paying off mortgage",80000,"Positive",2,"US West inhabitants","Females",39.76,"Non-vegetarians",151.5385
20650,"36 month loans","Renters",54400,"Positive",6,"US West inhabitants","Females",32.7968,"Non-vegetarians",185.3462
8400,"36 month loans","Renters",120000,"Positive",3,"US West inhabitants","Females",50.64,"Non-vegetarians",157.0769
16000,"36 month loans","Paying off mortgage",125000,"Negative",3,"US West inhabitants","Females",52,"Non-vegetarians",174.6154
34800,"36 month loans","Paying off mortgage",91115,"Positive",3,"US West inhabitants","Females",42.78328,"Non-vegetarians",218
7500,"36 month loans","Paying off mortgage",80000,"Positive",1,"US West inhabitants","Females",39.76,"Non-vegetarians",155
21000,"60 month loans","Paying off mortgage",97000,"Positive",3,"US West inhabitants","Females",44.384,"Non-vegetarians",186.1538
20000,"36 month loans","Renters",73069,"Positive",2,"US West inhabitants","Females",37.87477,"Non-vegetarians",183.8462
20900,"60 month loans","Paying off mortgage",55000,"Positive",9,"US West inhabitants","Females",32.96,"Non-vegetarians",185.9231
35000,"36 month loans","Renters",123000,"Negative",3,"US West inhabitants","Females",51.456,"Non-vegetarians",218.4615
18000,"36 month loans","Renters",10000,"Positive",6,"US West inhabitants","Females",20.72,"Non-vegetarians",179.2308
25000,"36 month loans","Renters",90000,"Positive",3,"US West inhabitants","Females",42.48,"Non-vegetarians",195.3846
35000,"36 month loans","Renters",118000,"Positive",4,"US West inhabitants","Females",50.096,"Non-vegetarians",218.4615
11200,"60 month loans","Renters",35000,"Negative",6,"US West inhabitants","Females",27.52,"Non-vegetarians",163.5385
6400,"36 month loans","Paying off mortgage",62000,"Positive",6,"US West inhabitants","Females",34.864,"Non-vegetarians",152.4615
22225,"36 month loans","Renters",124000,"Positive",5,"US West inhabitants","Females",51.728,"Non-vegetarians",188.9808
12575,"60 month loans","Paying off mortgage",40000,"Positive",7,"US West inhabitants","Females",28.88,"Non-vegetarians",166.7115
17000,"36 month loans","Paying off mortgage",90000,"Positive",2,"US West inhabitants","Females",42.48,"Non-vegetarians",176.9231
25000,"36 month loans","Paying off mortgage",70000,"Positive",1,"US West inhabitants","Females",37.04,"Non-vegetarians",195.3846
2400,"36 month loans","Renters",44000,"Positive",5,"US West inhabitants","Females",29.968,"Non-vegetarians",143.2308
7050,"36 month loans","Renters",45000,"Positive",2,"US West inhabitants","Females",30.24,"Non-vegetarians",153.9615
25000,"60 month loans","Renters",80000,"Negative",6,"US West inhabitants","Females",39.76,"Non-vegetarians",195.3846
22175,"60 month loans","Paying off mortgage",78000,"Negative",6,"US West inhabitants","Females",39.216,"Non-vegetarians",188.8654
30000,"60 month loans","Paying off mortgage",62000,"Positive",6,"US West inhabitants","Females",34.864,"Non-vegetarians",206.9231
15000,"36 month loans","Renters",120000,"Negative",3,"US West inhabitants","Females",50.64,"Non-vegetarians",172.3077
5000,"36 month loans","Paying off mortgage",110000,"Negative",3,"US West inhabitants","Females",47.92,"Non-vegetarians",149.2308
12000,"36 month loans","Paying off mortgage",95000,"Positive",3,"US West inhabitants","Females",43.84,"Non-vegetarians",165.3846
10000,"36 month loans","Renters",60000,"Negative",4,"US West inhabitants","Females",34.32,"Non-vegetarians",160.7692
8000,"36 month loans","Paying off mortgage",33280,"Positive",3,"US West inhabitants","Females",27.05216,"Non-vegetarians",156.1538
24000,"60 month loans","Paying off mortgage",120000,"Positive",3,"US West inhabitants","Females",50.64,"Non-vegetarians",193.0769
9325,"36 month loans","Renters",82000,"Positive",9,"US West inhabitants","Females",40.304,"Non-vegetarians",159.2115
8000,"36 month loans","Renters",20000,"Positive",6,"US West inhabitants","Females",23.44,"Non-vegetarians",156.1538
25000,"36 month loans","Paying off mortgage",82000,"Negative",4,"US North Central inhabitants","Females",40.304,"Non-vegetarians",195.3846
6000,"36 month loans","Paying off mortgage",45000,"Positive",3,"US North Central inhabitants","Females",30.24,"Non-vegetarians",151.5385
25000,"36 month loans","Renters",64000,"Positive",2,"US North Central inhabitants","Females",35.408,"Non-vegetarians",195.3846
6650,"36 month loans","Paying off mortgage",105000,"Positive",1,"US North Central inhabitants","Females",46.56,"Non-vegetarians",153.0385
35000,"36 month loans","Paying off mortgage",85000,"Positive",4,"US North Central inhabitants","Females",41.12,"Non-vegetarians",218.4615
25500,"60 month loans","Paying off mortgage",60000,"Negative",4,"US North Central inhabitants","Females",34.32,"Non-vegetarians",196.5385
12000,"36 month loans","Paying off mortgage",72000,"Positive",2,"US North Central inhabitants","Females",37.584,"Non-vegetarians",165.3846
